26	Commission-Electoral-compound,Commission-Debaathification-compound,lists-party-compound,activities-Baath-compound	Al-Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office.
30	Commission-Debaathification-compound,Ahmad-Chalabi-flat,Congress-National-compound	The Debaathification Commission had been pushed by Ahmad Chalabi and his Iraqi National Congress very hard, and had pushed many Sunni Arabs into the arms of the guerrillas.
32	Alliance-Iraqi-compound	He is no longer in the dominant Shiite list, the United Iraqi Alliance, and won't have many seats in the new parliament.
33	army-Baath-compound	Some 2,000 junior officers of the old Baath army have been recalled to duty in recent months, something Chalabi would have blocked if he could have.
34	Commission-Electoral-compound,Party-Baath-compound,membership-Party-compound	Now the Electoral Commission is refusing to punish people for mere past Baath Party membership.
38	Saddam-Hussein-flat	Al-Sharq al-Awsat reports that a key eyewitness in the trial of Saddam Hussein for a 1982 massacre at Dujail has died.
41	city-Sadr-compound	In Baghdad the fighting still continues in several areas, mostly in Sadr city and Adhamiya.
43	curfew-night-compound	There has been talk that the night curfew might be implemented again.
46	blocks-road-compound,setting-up-compound	Yesterday there were tens of them putting road blocks on our street and setting up mortars, they only come out in the open when Americans leave the area, then they start firing mortars indiscriminately and shooting their AK-47's in the air.
47	blocks-road-compound	They are setting the road blocks at the exact same positions they were during the war last year, which indicates they are the same people.
48	land-dream-compound	And there is nothing we can do about it really, people who are suggesting that we go out and fight them are living in dream land.
52	dwellers-slum-compound,spree-looting-compound	There are rumours about preparations by slum dwellers for another looting spree against banks, governmental and public property similar to the one that took place last April, and I have already overheard youngsters in my neighbourhood joking about it and saying things like "This time we will be the first to loot, we didn't get anything the last time".
56	going-on-compound	I guess it's just the old new Arab 'Me against my brother, me and my brother against my cousin, me and my cousin against my enemy', or 'The enemy of my enemy is my friend' thing going on again.
58	Ahmed-Mansour-flat	They have sent over their top reporter Ahmed Mansour to the town, and he is spouting all kinds of propaganda hourly reminding me of Al-Sahhaf.
59	bombs-cluster-compound	"They are targetting ambulances", "American snipers are shooting children and pregnant women", and "They are using cluster bombs against civilians" is all you get to hear from him.
60	of-course-fixed	He did once make an unforgivable error when he mentioned that Fallujan militants were shooting at the Marines from the roofs of mosques and houses in Hay Al-Golan, but of course that is okay for Al-Jazeera.
61	Abu-Hafs-flat,Brigades-Khattab-compound	Someone who called himself Abu Hafs from the Ibn Al-Khattab Brigades (another new group) was on Al-Jazeera describing the enormous casualties among the Marines and he sweared that American soldiers were mutilating the bodies of dead insurgents.
64	newspaper-Azzaman-compound,Abdul-Aziz-flat,operative-Qaeda-compound,Arabia-Saudi-compound	Azzaman newspaper mentioned an announcement signed by Abdul Aziz bin Muqrin, an Al-Qaeda operative in Saudi Arabia on an Islamic website 'the voice of Jihad', in which he stated that "although mutilating dead bodies is not originally permitted in Islam, but in this case it is allowed if Muslims use it against infidels to deter them from committing criminal actions".
65	peninsula-Arabian-compound	He added that "America does not understand anything except the language of force and retaliation, they were kicked out of Somalia in humiliation after that soldier was dragged in Mogadishu for the whole world to see", and that "the day will come when the dead bodies of Americans and Jews would be dragged, defiled, and stepped on in the Arabian peninsula together with their agents and supporters".
66	tour-motorcycle-compound	Elena's motorcycle tour through the region around Chernobyl has revived interest in one of the most serious nuclear disasters in history.
72	Nations-United-compound,Committee-Scientific-compound,Radiation-Atomic-compound,effects-health-compound,effects-health-compound	There was a soothing authoritative UNSCEAR (United Nations Scientific Committee on the Effects of Atomic Radiation ) report in 2000 on the health effects of Chernobyl confirming that there was no scientific evidence of any significant radiation-related health effects to most people exposed.
73	Protection-Radiation-compound,Society-Protection-compound,release-press-compound	This was heavily promoted by the Australasian Radiation Protection Society in a press release titled THE MYTHS OF CHERNOBYL which contained the following:
74	accident-reactor-compound,deaths-cancer-compound	One of the most widespread myths of recent times is that the Chernobyl nuclear reactor accident in 1986 caused many thousands of extra cancer deaths in neighbouring regions, and that public health has been severely affected by exposure to radiation.
75	Federation-Russian-compound,Defence-Civil-compound,Disasters-Natural-compound	Many people still believe that to be true, even though the Ministry of Russian Federation on Civil Defence, Emergencies and Elimination of Conseguences of Natural Disasters (EMERCOM of Russia) reported this in 1996:
76	ACCIDENT-CHERNOBYL-compound	CHERNOBYL ACCIDENT: TEN YEARS ON
77	Union-Soviet-compound,accident-Chernobyl-compound	In the last decade, there has been a real and significant increase in childhood and, to a certain extent, adult carcinoma of the thyroid in contaminated regions of the former Soviet Union (Wi940) which should be attributed to the Chernobyl accident until proven otherwise.
78	Energy-Atomic-compound,Agency-Energy-compound,effects-health-compound	The prestigious IAEA (International Atomic Energy Agency) published an early report on Chernobyl which was based on information from Russian sources and stated that there was no significant health effects.
79	Years-Fifteen-compound,Accident-Chernobyl-compound	However, in April 2001, the IAEA published Fifteen Years after the Chernobyl Accident - Lessons learned. which contradict the earlier reports.
81	cancers-thyroid-compound	The dramatic increase in radiation-induced thyroid cancers in children and adolescents in Belarus, Russia, and Ukraine, which have been observed since 1991, continues to this day.
82	rate-birth-compound	...a drop in the birth rate, a deterioration in women's reproductive health, an increase in complications during pregnancy and birth, and a deterioration in neonatal health....
83	accident-Chernobyl-compound,rate-morbidity-compound	The dynamics of change in the state of health of children affected by the Chernobyl accident in all three countries - Belarus, Russia, and Ukraine - in the post-accident period is characterized by persistent negative tendencies: the morbidity rate is going up, the number of really healthy children is dropping, and disability is increasing .
84	poisoning-radiation-compound	As a parent, I can well imagine how painful it must be for those families whose children are succumbing to radiation poisoning.
90	Report-IAEA-compound	IAEA Report Lessons learned
118	therapy-radiation-compound	As a child in the 50's I had a lot of glandular problems and they treated it with radiation therapy (primitive at best!) and stopped when a lesion on my neck started enlarging--they said it was not CA but stopped the treatments....
119	xray-radiation-compound	Remember the old shoe sizing machines that was a form of radiation xray?
122	Children-Chernobyl-compound	The Chernobyl Children's Project (http://www.adiccp.org/home/default.asp) offers several ways to help the children of that region.
129	Bin-Laden-flat,Ayman-al-flat	What do the new al-Qaeda videotape and audio speeches of Bin Laden and Ayman al-Zawahiri tell us about the hopes of the remaining top leadership of the organization?
130	commanders-Qaeda-compound,Bin-Laden-flat	Because the US and Pakistan have managed to capture or kill about 2/3s of the top 25 al-Qaeda commanders, the middle managers are not in close contact with al-Zawahiri and Bin Laden.
132	Gen.-Pervez-flat,States-United-compound	These are 1) Assassinate or overthrow Gen. Pervez Musharraf, the Pakistani military "president" who had made a coup in 1999 and has thrown in his lot with the United States against the Taliban and al-Qaeda.
133	corps-officer-compound,sympathizers-Qaeda-compound	Musharraf has been trying to purge his officer corps of the substantial number of al-Qaeda sympathizers.
134	Abu-Zubayda-flat,Khalid-Shaykh-flat,as-well-fixed,operatives-Qaeda-compound,turned-over-compound	His military intelligence has captured major figures like Abu Zubayda and Khalid Shaykh Muhammad, as well as nearly 500 other al-Qaeda operatives, over 400 of whom the Pakistanis have turned over to the US.
135	seats-parliament-compound,coalition-party-compound	Musharraf held elections in October of 2002, in which center-right parties did well, but in which nearly 20 percent of parliament seats went to the fundamentalist religious party coalition, MMA.
136	Frontier-Northwest-compound,Province-Frontier-compound,Bin-Laden-flat,Province-Baluchistan-compound,border-Afghanistan-compound	MMA also captured the Northwest Frontier Province, which probably shelters Bin Laden and al-Zawahiri, and is in a joint government of Baluchistan Province, also on the Afghanistan border.
139	schemes-crackpot-compound	All this is highly unlikely, as with most al-Qaeda crackpot schemes.
140	take-over-compound	But so was it unlikely that a small group of Arab mujahidin would virtually take over Afghanistan.
142	take-off-compound,Framework-Legal-compound,Order-Framework-compound	On the one hand, it should pressure Musharraf to take off his uniform and run for president in a fair election, and to repeal the contentious "Legal Framework Order" that essentially perpetuates his dictatorship.
143	People-Pakistan-compound	On the other, restrictions should be lifted on the mainstream Muslim League-N and Pakistan People's Party, who can defeat the MMA in fair elections if not hogtied by the secret police.
144	issue-Kashmir-compound	On the other hand, the US should strong-arm India and Pakistan into a final settlement of the Kashmir issue.
146	issue-Kashmir-compound	The Kashmir issue generates far more terrorism, and even the threat of nuclear war, than Iraq ever did.
147	policies-fist-compound,Sharon-government-flat	2) Target Israel and encourage the worst elements of the Palestinians by playing on the iron fist policies of the Sharon government.
148	cutting-off-compound	Response: The US has succeeded in politically isolating Hamas, and started the process of cutting off its funding.
149	pull-off-compound	This terrorist organization can now only pull off far less sophisticated bombings and attacks.
151	Bush-administration-flat,Bank-West-compound	But Sharon's iron fist is simply not working as a means of establishing general peace, and the Bush administration will have to finally apply effective pressure on Sharon to stop his outrages in and colonization of the West Bank and Gaza.
152	ratchet-up-compound,tool-recruiting-compound,States-United-compound	Sharon's hard line has worked in tandem with Hamas's terrorism to ratchet up tensions further and further, which spill over into the Muslim world and serve as a recruiting tool for al-Qaeda in its search for agents willing to hit the United States.
153	States-United-compound	Israel owes the United States at least this much, in this crisis, to cease militarily unnecessary provocations and establish genuine peace.
154	Right-Republican-compound	3) Make Iraq another Afghanistan, using the Republican Right's own tactics against them.
156	so-that-fixed,turn-in-compound	By moving quickly to Iraqi sovereignty and improvement of Iraqi lives, the US may be able to get Iraqis on its side, so that they turn in the foreigners.
159	fetishism-market-compound	The Americans have to put away their free-market fetishism for a while and find ways of creating jobs and pumping money into Iraqi households.
160	Ronald-Reagan-flat	We need an FDR in Iraq, not a Ronald Reagan.
161	Of-course-fixed,soldiers-US-compound	Of course, the sooner the US soldiers can be withdrawn in favor of less-provocative local or international forces, the better.
162	cry-rallying-compound	Getting the Spanish out of Iraq isn't nearly as good a rallying cry for al-Qaeda in the Arab world as getting the Americans and British out.
163	infiltrators-Qaeda-compound	The thing to keep in mind is that Sunni Arab nationalists and Baathists and local Sunni radicals are likely to remain far more dangerous to the US in Iraq than al-Qaeda infiltrators, and it would be dangerous to take one's eyes off the former ball.
164	George-W.-flat,John-Edwards-flat	George W. Bush alleged Thursday that John Edwards lacks the experience necessary to be president.
166	Bush-moment-flat	Let's just remember a seminal Bush moment in 1999:
167	quiz-pop-compound	' Bush fails reporter's pop quiz on international leaders
171	Gov.-Texas-compound,Gov.-George-flat,President-Bill-flat,pick-up-compound	Texas Gov. George W. Bush is enduring sharp criticism for being unable to name the leaders of four current world hot spots, but President Bill Clinton says Bush "should, and probably will, pick up" those names.
172	quiz-pop-compound,Andy-Hiller-flat	The front-runner for the 2000 Republican presidential nomination faltered Thursday in an international affairs pop quiz posed by Andy Hiller, a political reporter for WHDH-TV in Boston.
175	President-Lee-flat	Bush was only able to give a partial response to the query on the leader of Taiwan, referring to Taiwanese President Lee Teng-hui simply as "Lee."
178	Gen.-Pervaiz-flat	Hiller asked, inquiring about Gen. Pervaiz Musharraf, who seized control of the country October 12.
181	took-over-compound	Bush, in answering the question about the leader of Pakistan, also said: "The new Pakistani general, he's just been elected -- not elected, this guy took over office.
185	Ban-Test-compound,Treaty-Ban-compound	"Further, I find it even more disturbing that he made these comments about a nation that just last year tested nuclear weapons -- shortly after voicing his public opposition to the Comprehensive Test Ban Treaty.
186	President-Clinton-flat	A spokesman for President Clinton also criticized Bush's comments.
187	David-Leavy-flat,Security-National-compound,Council-Security-compound	"It is very dangerous for this country to condone the overthrow of democratically elected governments," said David Leavy, spokesman for the National Security Council.
188	Pervez-General-compound,Pervez-Musharraf-flat,military-Pakistan-compound	Not only did Bush not know who General Pervez Musharraf was, he seems to have confused coup-making with "taking office," and moreover went on to suggest that the overthrow of an elected prime minister and the installation in power of the Pakistan military, then the world's strongest supporter of the Taliban, would bring "stability!"
189	because-of-fixed,Minister-Prime-compound,Minister-Nawaz-flat,back-down-compound,so-that-fixed	Musharraf made his coup in part because of the military's anger over Prime Minister Nawaz Sharif's willingness to back down from confronting India over Kashmir, so that he explicitly came to power as a warmonger.
194	Asia-South-compound,threat-security-compound	And, he didn't think he needed to know anything about South Asia, with its nuclear giants and radical religious politics--the latter a dire security threat to the US.
195	as-opposed-fixed	He couldn't tell when things were becoming more unstable as opposed to less.
197	attempts-assassination-compound	Although Musharraf did turn against the Taliban after September 11, under extreme duress from the US, elements of his military continued to support radical Islamism and have recently been implicated in assassination attempts on Musharraf himself.
202	literature-campaign-compound,process-peace-compound,Ireland-Northern-compound	This is what Edwards' campaign literature said about his positions: "Edwards believes that the U.S. must be an active leader to help resolve conflicts, from reducing tensions between India and Pakistan to the peace process in Northern Ireland.
205	Star-Daily-compound	From Friday's Daily Star
206	Cole-Juan-compound	By Juan Cole
208	crisis-Iraq-compound	As the American public gradually wearies of the Iraq crisis, some have begun worrying that the war could blow back on the US by creating the conditions for anti-American terrorism.
209	States-United-compound	Israel, however, is much closer to Iraq and is likely to suffer from Iraqi instability much more acutely than will the United States.
210	Minister-Prime-compound,Minister-Ariel-flat	Ironically, among the strongest proponents of war in Iraq were Israeli Prime Minister Ariel Sharon and his neoconservative supporters in the US.
212	movements-liberation-compound	The biggest threat Israel faces is not from conventional armies but from the asymmetrical tactics of Palestinian national liberation movements.
213	process-peace-compound,policies-line-compound,bombings-suicide-compound	The derailing of the Oslo peace process by the hard-line policies of Sharon and the Palestinian intifada has encouraged suicide bombings.
216	Farms-Shebaa-compound	It is estimated to have some 5,000 armed fighters, and they have pursued attacks against Israeli forces to compel them to withdraw from the Shebaa Farms, a sliver of Syrian territory that Israel annexed after the 1967 war.
217	war-Iraq-compound,environment-security-compound	Any thorough assessment of the impact of the Iraq war and its aftermath on Israel's security environment must, therefore, closely examine its likely effect on the conduct of asymmetrical warfare.
218	Saddam-Hussein-flat,bombers-suicide-compound	Although it is often alleged (without much evidence) that Saddam Hussein gave money to the families of Palestinian suicide bombers and so encouraged asymmetrical warfare, it is not clear that he actually posed a danger to Israel.
219	Strip-Gaza-compound,Bank-West-compound	The Palestinians who have been willing to kill themselves to end the Israeli occupation of the Gaza Strip and the West Bank were not driven by economic considerations.
221	overtures-scenes-compound	At some points, as in the late 1980s, he reportedly made behind-the-scenes overtures to the Israelis to arrive at some sort of a deal.
223	program-weapons-compound,stockpiles-weapons-compound	By the late 1990s, Iraq had no nuclear or biological weapons program, and had destroyed its chemical weapons stockpiles.
226	Bush-administration-flat	The bungling of post-war Iraq by the Bush administration created a weak and failed state.
228	Council-Supreme-compound,Revolution-Islamic-compound,Corps-Badr-compound,paramilitary-Corps-compound,Guards-Revolutionary-compound	The US chose to ally itself with such groups as the Supreme Council for the Islamic Revolution in Iraq, whose 15,000-strong Badr Corps paramilitary was trained by the Iranian Revolutionary Guards.
230	Ayatollah-Ruhollah-flat	The more radical Shiites, who generally follow the theocratic notions of Iran's Ayatollah Ruhollah Khomeini, routinely chant and demonstrate against Israel.
231	Ahmed-Sheikh-compound,Ahmed-Yassin-flat	They vehemently protested the Israeli assassination of Sheikh Ahmed Yassin, the leader of Hamas, last March.
232	Grand-Ayatollah-flat	Worse for Israel, the assassination drew a denunciation even from the moderate and cautious Grand Ayatollah Ali Sistani, who wields enormous moral authority over Iraqi Shiites.
233	Saddam-Hussein-flat	These Shiite movements had been suppressed by Saddam Hussein's regime, but have now organized and armed themselves.
235	coreligionists-Hizbullah-compound,sales-petroleum-compound	It is inevitable that most Iraqi Shiites will side with their Hizbullah coreligionists against Israel, and it seems likely that Iraqi Shiites will get rich enough from Iraqi petroleum sales in the future that they will be in a good position to bankroll Lebanese Shiite radicals.
237	such-as-fixed,route-truck-compound,movement-Salafi-compound	Iraqi cities such as Fallujah and Ramadi were on the truck route from Amman to Baghdad, and so came under the influence of the Salafi movement, which is popular in Jordan.
238	groups-nationalist-compound	Secular Arab nationalist groups also universally sympathize with the Palestinians, and those in post-Saddam Iraq are no exception.
239	Saddam-Hussein-flat	Whereas Saddam Hussein's dictatorship ensured that such populist currents were kept firmly under control, they are now free to organize.
240	worry-security-compound	An Iraq in which armed fundamentalist and nationalist militias proliferate is inevitably a security worry for Israel.
241	reserves-petroleum-compound	If even a modicum of normality and security can be returned to Iraq, its citizens will be able to benefit from the country's petroleum reserves.
243	interests-security-compound	Israel's security interests are best served by peace with its neighbors, which can only be achieved by trading land for peace with the Palestinians.
244	Ariel-Sharon-flat,Bank-West-compound	Ariel Sharon's aggressive near annexation of almost half of the occupied West Bank and his indefinite postponement of any Palestinian state have created unprecedented rage and violence.
246	occupations-twin-compound,Bank-West-compound	The promotion by the pro-Zionist right of twin occupations - in the West Bank and in Iraq - has profoundly weakened, not strengthened, Israeli security.
247	Juan-Cole-flat,East-Middle-compound,history-East-compound,Space-Sacred-compound,War-Holy-compound,I.B.-Tauris-flat	Juan Cole (www.juancole.com) is a professor of modern Middle East history at the University of Michigan and author of "Sacred Space and Holy War" (I.B. Tauris, 2002).
248	STAR-DAILY-compound,Global-Agence-compound	THE DAILY STAR publishes this commentary in agreement with Agence Global
249	agreement-defense-compound,Lanka-Sri-compound,process-peace-compound	Tamils feel that the proposed defense agreement between India and Sri Lanka would encourage Sinhala rulers to prepare for another war abandoning the current peace process
250	Lanka-Sri-compound,deal-defense-compound	But there are strong hints in the country that a new Indo-Sri Lanka defense deal could be in the making.
251	Alliance-National-compound,Lanka-Sri-compound	And this has already drawn protests from the Tamil National Alliance (TNA) which was backed by the LTTE in the April general elections held in Sri Lanka.
252	force-peacekeeping-compound,Nadu-Tamil-compound,peninsula-Jaffna-compound	Apart from the 1,200 Indian lives lost in 1987, the Indian peacekeeping force was immensely unpopular not only in Tamil Nadu and the Jaffna peninsula but also among the Sinhalese majority who considered it a violation of their country's sovereignty.
253	defensive-India-compound,Lanka-Sri-compound	India defensive over Sri Lanka
254	Ranjit-Devraj-flat	By Ranjit Devraj
255	DELHI-NEW-compound	NEW DELHI -
256	cooperation-defense-compound,agreement-cooperation-compound,Lanka-Sri-compound,nation-island-compound	While India is ready to enter into a "defense cooperation agreement" with Sri Lanka, it is wary of being drawn into any military involvement in the island nation's two decades-old civil war that has seen violent strife between ethnic Tamils and the Sinhalese majority - leaving over 60,000 dead on both sides.
257	agreement-defense-compound,President-Chandrika-flat,visit-day-compound	And that explains the delay in the signing of a formal defense agreement that was at the heart of Sri Lankan President Chandrika Kumaratunga's four-day visit to India recently.
258	Professor-S-flat,Asia-South-compound,expert-Asia-compound,Nehru-Jawaharal-compound,University-Nehru-compound,talks-peace-compound,Tigers-Liberation-compound,Eelam-Tamil-compound	According to Professor S D Muni, South Asia expert at the Jawaharal Nehru University, the two-year peace talks between Colombo and the Liberation Tigers of Tamil Eelam (LTTE) are stalemated.
259	beef-up-compound	For that reason, he said, Kumaratunga's government was keen to beef up military preparedness with Indian support.
263	pulled-out-compound	But last April, the rebels abruptly pulled out of negotiations demanding recognition, first, for the right to self-rule before proceeding any further.
264	tour-India-compound,visit-day-compound,Lanka-Sri-compound,Minister-Foreign-compound,Minister-Jan-flat,talks-peace-compound	Kumaratunga's India tour preceded a three-day visit to Sri Lanka by Norwegian Foreign Minister Jan Petersen in a new bid to revive the peace talks that were supposed to follow a ceasefire that Oslo successfully brokered in February 2002.
265	leader-LTTE-compound,Velupillai-Prabhakaran-flat,stronghold-rebel-compound,negotiator-rebel-compound,Anton-negotiator-compound,Anton-Balasingham-flat,Erik-envoy-compound,Erik-Solheim-flat,talks-door-compound,effort-salvage-compound	Petersen held discussions with both Kumaratunga and the reclusive LTTE leader Velupillai Prabhakaran in the rebel stronghold of Kilinochchi without success, and chief Tamil rebel negotiator Anton Balasingham and Norwegian envoy Erik Solheim held closed-door talks at the international airport late Saturday in an effort to keep the salvage effort on track, diplomatic sources said.
268	general-army-compound,Kalkat-S-compound,de-jure-flat	According to former Indian army general A S Kalkat, the difficulty for Kumaratunga's government lay in the fact that the LTTE had become a de jure power in the north and east of the island and was running every aspect of civil administration in the areas within its control.
269	peninsula-Jaffna-compound,Lanka-Sri-compound,Accord-Peace-compound,deal-defense-compound	A veteran of India's military intervention in the Jaffna peninsula to help implement the 1987 Indo-Sri Lanka Peace Accord - which ambitiously provided for the disarming of the formidable LTTE - Kalkat said the new defense deal would essentially be a reiteration of the older one minus its military commitment.
270	Council-International-compound,Resolution-Conflict-compound,talks-peace-compound	Kalkat, who currently chairs the independent US-based International Council on Conflict Resolution, said despite the failure of the Indian army to disarm or even subdue the Tigers, India remained the only power capable of influencing the course of the current peace talks.
272	Tigers-Tamil-compound,accord-peace-compound	In 1987, the Tamil Tigers reluctantly accepted the peace accord under Indian pressure.
274	guerrillas-Tiger-compound,keeping-peace-compound,force-keeping-compound	However, differences between India and LTTE soon surfaced and led to clashes between Tiger guerrillas and the Indian peace keeping force.
276	Lanka-Sri-compound,Ranasinghe-Premadasa-flat	India had to pull back its forces from Sri Lanka in 1989 following the election of Ranasinghe Premadasa, a strong critic of Indian mediation.
277	table-negotiating-compound,package-aid-compound,offer-package-compound,US$-4.5-compound	Last June, an international initiative led by Japan to persuade the LTTE to come back to the negotiating table failed despite an aid package offer of US$4.5 billion.
278	Yasushi-Akashi-flat,process-peace-compound	Japan's special envoy, Yasushi Akashi, who called for tangible progress in the peace process before the money would be released, came back from visits to Colombo and Kilinochchi in early November a frustrated man.
280	conferences-donor-compound	The Tigers' chief ideologue, Balasingham, sniffed at the proposal saying that "a solution to the ethnic conflict cannot be predetermined by the resolutions or declarations of donor conferences, but has to be negotiated by the parties in conflict without the constraints of external forces."
281	Lanka-Sri-compound,deal-defense-compound	But there are strong hints in the country that a new Indo-Sri Lanka defense deal could be in the making.
282	Alliance-National-compound,Lanka-Sri-compound	And this has already drawn protests from the Tamil National Alliance (TNA) which was backed by the LTTE in the April general elections held in Sri Lanka.
283	agreement-defense-compound,Lanka-Sri-compound,rulers-Sinhala-compound,process-peace-compound,member-TNA-compound,Sithamparanathan-P-compound	"Tamils feel that the proposed defense agreement between India and Sri Lanka would encourage Sinhala rulers to prepare for another war abandoning the current peace process," TNA member of parliament P Sithamparanathan was quoted as saying in a statement.
284	chief-army-compound,Nirmal-General-compound,Nirmal-Chander-flat	She added that recent visits to the island by India's top military brass including army chief General Nirmal Chander Vij have "caused apprehension among Tamils that preparations are under way for another war in the island".
285	pointed-out-compound,Lanka-Sri-compound,million-45-compound,Nadu-Tamil-compound,Lanka-Sri-compound,peninsula-Jaffna-compound,Straits-Palk-compound	But Kalkat pointed out that India would be ill-advised to be involved again, militarily, with Sri Lanka if only because it still had to consider the sentiments of 45 million ethnic Tamils in the Indian state of Tamil Nadu - separated from Sri Lanka's Jaffna peninsula by the narrow Palk Straits.
286	force-peacekeeping-compound,Nadu-Tamil-compound,peninsula-Jaffna-compound	Apart from the 1,200 Indian lives lost in 1987, the Indian peacekeeping force was immensely unpopular not only in Tamil Nadu and the Jaffna peninsula but also among the Sinhalese majority who considered it a violation of their country's sovereignty.
287	Delhi-New-compound,because-of-fixed	The best option, now, under the present difficult circumstances is for Colombo to do its own dirty work, although New Delhi can always be counted on to render good neighborly help because of the shared belief that religion, ethnicity and language cannot be the basis for secession.
289	Times-Asia-compound,Online-Times-compound	Asia Times Online 16/11/2004
291	dozen-nine-compound,material-building-compound	Over nine dozen temples that had served the Hindu population have been destroyed, with some used as building material and others as urinals.
294	M.D.-Nalapat-flat	M.D. Nalapat
295	secretaries-U.S.-compound,Dean-Rusk-flat,gobbled-up-compound,Colin-Powell-flat	While most U.S. secretaries of state -- save perhaps Dean Rusk -- have gobbled up credit for outcomes that they had little to do with, few have been as brazen as Colin Powell.
296	President-Pervez-flat,alliance-Islamist-compound,Maulana-Fazlur-flat	Two years ago, Pakistani President Pervez Musharraf was surprised when the leader of the main Islamist alliance -- Maulana Fazlur Rahman -- visited India and issued a series of highly conciliatory statements.
297	States-United-compound	As Pakistan's president had been telling the United States he was "forced" into taking a hawkish line on India precisely by the likes of Rahman, this was an embarrassment.
299	States-United-compound	That distinction has now gone to the United States.
300	establishment-policy-compound,such-as-fixed,Strobe-Talbott-flat,quo-status-compound	Realists, and this even includes members of the U.S. Democratic foreign policy establishment such as Strobe Talbott, who have long sought to divest India of its defensive capability against another nuclear power in Asia, understand the only feasible solution for Kashmir is the acceptance of the status quo.
302	Delhi-New-compound	Simultaneously, New Delhi would ensure a degree of autonomy for the state that would help cut popular support off from jihadis attempting to convert Kashmir into a second Afghanistan.
303	Bill-Clinton-flat,Colin-Powell-flat,policy-U.S.-compound,at-least-fixed	Bill Clinton understood this at the end of his term in office yet, under Colin Powell (who appears to have an affinity for generals active in politics), the pendulum of U.S. policy has once again swung toward a quixotic effort to prize at least the Valley of Kashmir loose from India.
304	Christina-Rocca-flat,army-Pakistan-compound	This, Pakistan's lobbyist in Washington Christina Rocca has been told, is the "minimum" that the Pakistan army will accept.
305	Delhi-New-compound	It is also far more than what any administration in New Delhi can deliver.
306	problem-Kashmir-compound,Jammu-majority-compound,Valley-Kashmir-compound	This writer has for years regarded the best solution to the Kashmir problem as being the trifurcation of the Indian part of the state into a Hindu-majority Jammu, a Buddhist-dominated Ladakh and the overwhelmingly Muslim Kashmir Valley, with the third state given little of taxpayers' money but substantial autonomy.
307	Valley-Kashmir-compound,East-Middle-compound	With luck, the Kashmir Valley can attract investment from the Middle East and other locations where Muslims are dominant and become a tourist, education and services haven within India.
